TIMESTAMP,TA_F,SW_IN_F,VPD_F,GPP_NT_VUT_REF
20000926,13.212,208.113,6.249,3.39174
20000927,5.996,157.325,1.655,2.30194
20000928,10.181,181.038,2.313,3.25293
20000929,17.398,179.341,6.54,2.0852
20000930,17.621,136.431,5.493,1.43761
20001001,16.924,153.884,4.25,0.802983
20001002,12.144,95.146,2.774,1.35443
20001003,10.162,95.453,4.78,1.36392
20001004,5.835,191.732,4.313,0.643695
20001005,3.531,37.122,0.984,0.904612
20001006,-1.035,112.94,0.583,0.153551
20001007,-0.403,110.617,0.253,-0.00377561
20001008,1.513,138.431,2.037,0.0695265
20001009,5.545,186.326,5.299,0.286545
20001010,9.487,177.864,7.631,0.631504
20001011,11.427,179.084,9.311,0.697066
20001012,15.674,155.208,8.468,0.705618
20001013,17.067,123.845,3.737,-0.301321
20001014,12.477,154.168,2.054,-0.158069
20001015,5.359,61.985,0.113,0.15741
20001016,6.278,130.645,2.078,0.152324
20001017,9.665,141.154,3.855,0.116486
20001018,11.407,151.074,5.893,0.237385
20001019,16.181,150.471,10.338,0.0664347
20001020,14.719,119.628,8.649,0.810827
20001021,7.899,152.065,3.694,0.246156
20001022,11.154,123.603,3.145,0.229216
20001023,12.907,21.523,0.797,-0.272893
20001024,11.647,42.396,0.403,0.178454
20001025,14.503,23.756,0.558,-0.387957
20001026,15.426,39.752,1.285,-0.239746
20001027,5.886,77.632,0.666,0.366819
20001028,3.05,123.581,1.365,-0.106694
20001029,3.893,94.147,1.651,0.0680835
20001030,7.185,77.218,2.285,0.0542234
20001031,12.223,80.014,3.447,-0.123347
20001101,13.223,68.983,1.868,-0.269085
20001102,10.451,111.742,3.314,-0.215009
20001103,3.496,61.345,1.691,-0.261421
20001104,4.267,115.113,2.765,-0.0254475
20001105,7.722,84.751,3.314,-0.143914
20001106,8.247,35.637,2.423,0.0178834
20001107,7.815,34.27,3.006,-0.209957
20001108,-2.861,20.744,0.085,-0.209704
20001109,-2.218,25.975,0.094,-0.0348024
20001110,-0.016,46.435,0.314,0.160046
20001111,1.158,83.992,1.089,0.238669
20001112,-0.166,19.863,0.136,0.115535
20001113,-0.011,16.088,0.178,0.189925
20001114,-3.486,28.514,0.095,0.0845408
20001115,-3.763,99.452,0.587,0.0677909
20001116,-4.128,39.043,0.1,0.0480303
20001117,-6.763,33.617,0.202,0.00570392
20001118,-8.524,31.186,0.084,-0.159375
20001119,-7.275,38.652,0.096,-0.0861178
20001120,-8.274,68.063,0.196,-0.0891017
20001121,-10.905,83.85,0.333,-0.297139
20001122,-9.392,70.756,0.474,-0.21309
20001123,-7.838,26.559,0.369,-0.133968
20001124,-2.952,98.396,0.726,0.0900457
20001125,0.36,69.035,1.576,0.221831
20001126,-2.623,31.77,0.181,0.0966383
20001127,-2.524,45.869,0.131,0.102162
20001128,-1.682,31.021,0.264,0.131727
20001129,-1.759,32.194,0.177,0.191074
20001130,-3.076,27.106,0.278,0.0545717
20001201,-6.216,65.727,0.628,-0.0914943
20001202,-7.865,83.882,0.855,-0.200631
20001203,-5.95,91.028,0.698,-0.216193
20001204,-5.385,13.532,0.262,0.189912
20001205,-18.402,89.806,0.252,-0.469416
20001206,-17.383,42.257,0.129,-0.305683
20001207,-13.658,31.873,0.096,-0.218983
20001208,-14.3,70.076,0.198,-0.284463
20001209,-11.206,31.277,0.34,-0.14132
20001210,-16.521,86.587,0.24,-0.20222
20001211,-18.793,25.424,0.081,-0.30564
20001212,-20.015,85.513,0.194,-0.444264
20001213,-18.58,43.153,0.19,-0.312896
20001214,-13.77,80.585,0.255,-0.28172
20001215,-9.075,33.755,0.11,-0.050329
20001216,-6.098,14.361,0.105,0.19848
20001217,-14.613,66.956,0.18,-0.312294
20001218,-14.145,23.426,0.077,-0.149208
20001219,-12.284,39.088,0.17,-0.0649948
20001220,-13.396,23.363,0.129,-0.151757
20001221,-14.827,35.187,0.081,-0.0773689
20001222,-14.463,56.701,0.161,-0.124993
20001223,-15.756,34.899,0.132,-0.120767
20001224,-16.173,63.998,0.18,-0.119873
20001225,-18.186,74.38,0.316,-0.325398
20001226,-15.577,43.188,0.129,-0.138051
20001227,-16.263,87.659,0.3,-0.374246
20001228,-14.798,34.755,0.214,-0.271714
20001229,-8.599,40.423,0.086,-0.0514135
20001230,-6.829,27.124,0.078,-0.0169477
20001231,-8.439,30.805,0.152,-0.0688714
20010101,-11.307,82.401,0.425,-0.0943268
20010102,-13.037,75.264,0.253,-0.168719
20010103,-10.963,30.217,0.134,0.0886225
20010104,-6.491,36.387,0.25,-0.075342
20010105,-4.679,58.308,0.538,0.0853336
20010106,-6.887,19.722,0.118,0.0862564
20010107,-7.878,69.127,0.178,0.112093
20010108,-9.211,64.172,0.374,-0.0799107
20010109,-8.138,86.69,0.505,-0.297645
20010110,-2.134,91.766,0.678,0.07461
20010111,-0.774,71.418,0.782,0.104236
20010112,-0.008,20.639,0.154,0.171949
20010113,-1.356,16.177,0.111,0.0978115
20010114,-1.185,22.52,0.099,0.132528
20010115,-2.443,31.681,0.094,0.202861
20010116,-7.475,23.004,0.066,0.103852
20010117,-11.945,65.525,0.105,-0.147005
20010118,-8.459,30.804,0.078,0.020411
20010119,-13.446,77.867,0.203,-0.266987
20010120,-13.966,111.393,0.701,-0.398672
20010121,-9.685,69.072,0.296,-0.0645507
20010122,-7.822,71.79,0.239,-0.0250427
20010123,-3.525,96.953,0.562,0.0765265
20010124,-9.097,45.808,0.221,-0.0101598
20010125,-9.669,114.77,1.021,-0.221566
20010126,-8.291,29.932,0.285,0.0432896
20010127,-10.848,103.565,0.452,0.0115869
20010128,-7.976,110.954,0.531,-0.00598358
20010129,-4.512,72.167,0.465,0.0218201
20010130,-0.139,28.075,0.123,0.0715396
20010131,-3.711,27.88,0.265,0.0308123
20010201,-14.799,94.365,0.144,-0.22384
20010202,-15.859,95.359,0.245,-0.228011
20010203,-13.426,77.401,0.175,-0.19331
20010204,-7.251,21.815,0.081,0.052043
20010205,-6.45,66.863,0.148,0.0319566
20010206,-5.361,72.499,0.33,0.00109484
20010207,-8.275,43.273,0.279,0.0205988
20010208,-6.165,14.105,0.093,0.130565
20010209,-8.654,59.348,0.127,-0.0582702
20010210,-17.479,149.718,0.315,-0.286208
20010211,-14.229,126.068,0.61,-0.226345
20010212,-7.343,48.352,0.125,0.210652
20010213,-4.779,45.82,0.107,0.224671
20010214,-7.277,109.813,0.285,0.0765658
20010215,-4.838,143.191,0.328,0.115091
20010216,-8.945,139.76,0.339,-0.0169376
20010217,-13.52,150.151,0.504,-0.214603
20010218,-9.715,135.121,0.472,-0.0121568
20010219,-1.342,66.67,0.275,0.343427
20010220,-10.103,154.47,0.447,0.0218876
20010221,-15.615,161.255,0.588,-0.197713
20010222,-11.709,83.536,0.345,0.0117228
20010223,-11.088,174.816,0.935,-0.00229484
20010224,-4.945,27.79,0.12,0.0883124
20010225,-3.18,23.633,0.141,0.0787149
20010226,-9.162,85.82,0.131,-0.0647696
20010227,-16.477,166.072,0.367,-0.346397
20010228,-13.428,116.976,0.506,-0.140015
20010301,-4.546,119.552,0.963,0.0342854
20010302,-0.393,181.388,1.389,0.100851
20010303,-3.083,170.941,0.794,-0.147829
20010304,-9.702,111.258,0.279,-0.0538114
20010305,-10.101,188.654,0.582,-0.254204
20010306,-4.883,201.195,1.398,-0.202019
20010307,-4.214,78.79,0.698,-0.0968995
20010308,-5.16,96.57,0.357,-0.00776622
20010309,-4.218,212.104,1.385,-0.229268
20010310,-5.22,41.118,0.183,-0.0549016
20010311,-6.396,215.04,1.454,-0.225071
20010312,-4.653,36.762,0.188,-0.0250613
20010313,-3.114,94.773,0.338,-0.13064
20010314,0.585,186.625,1.518,-0.211925
20010315,-1.469,158.845,1.517,-0.0366442
20010316,-3.114,156.242,1.338,-0.0366852
20010317,-1.141,228.924,3.287,-0.18929
20010318,1.322,230.236,3.958,-0.163498
20010319,1.137,166.824,2.382,-0.0951927
20010320,2.804,219.149,2.544,-0.115121
20010321,3.731,208.154,2.698,-0.0251807
20010322,0.982,102.001,0.718,0.132584
20010323,-3.605,141.706,1.333,-0.01935
20010324,-11.787,185.006,0.603,-0.17154
20010325,-13.262,195.592,0.336,-0.205831
20010326,-7.196,195.035,0.81,-0.256658
20010327,-1.892,250.374,1.728,-0.23396
20010328,0.307,211.25,2.635,-0.220444
20010329,0.937,64.153,0.453,-0.192748
20010330,1.181,55.534,0.293,-0.144621
20010331,0.916,113.011,0.386,-0.217257
20010401,0.282,262.126,1.888,-0.189354
20010402,-0.499,74.589,0.629,-0.119723
20010403,2.675,247.331,2.806,-0.290227
20010404,5.139,238.291,3.818,-0.634096
20010405,3.935,49.501,1.379,-0.532926
20010406,4.652,122.311,1.143,-0.579301
20010407,4.95,37.784,0.593,-0.566822
20010408,2.518,109.313,0.537,-0.163935
20010409,2.181,94.742,0.883,-0.0785694
20010410,6.604,168.233,2.037,-0.425817
20010411,6.241,23.237,0.5,-0.207319
20010412,5.375,31.262,0.55,-0.0111838
20010413,5.351,282.183,2.795,-0.315804
20010414,8.376,259.807,4.459,-0.113882
20010415,3.503,59.893,0.686,0.19995
20010416,-4.333,134.194,0.505,0.0649469
20010417,0.096,285.684,2.801,0.167572
20010418,5.113,279.924,5.472,0.0232623
20010419,10.68,239.606,6.828,-0.240163
20010420,9.285,38.373,0.879,0.663768
20010421,8.952,71.058,0.416,0.455611
20010422,4.506,47.184,0.221,0.528643
20010423,6.655,137.354,0.626,0.541882
20010424,6.334,274.637,3.952,0.614956
20010425,11.131,293.391,5.735,0.0673594
20010426,14.695,295.924,9.626,0.358121
20010427,12.068,296.269,9.191,0.803394
20010428,13.493,304.969,10.009,1.11853
20010429,23.328,284.583,18.41,1.09941
20010430,18.968,182.253,8.376,0.78912
20010501,16.428,180.051,2.721,0.753484
20010502,13.403,111.079,1.321,0.937199
20010503,11.762,113.928,2.715,1.21121
20010504,12.097,259.323,5.123,0.906939
20010505,12.845,141.11,5.572,0.474408
20010506,13.057,120.754,4.809,0.489831
20010507,12.055,175.99,3.814,0.5251
20010508,11.904,275.712,6.702,1.09162
20010509,15.645,239.094,8.648,0.512629
20010510,15.936,154.005,4.133,1.12715
20010511,6.02,244.601,1.773,2.13577
20010512,10.574,291.19,6.32,2.70701
20010513,14.345,246.271,5.971,2.92184
20010514,12.057,90.951,0.793,1.88326
20010515,18.362,253.581,3.835,3.40584
20010516,18.393,266.399,6.538,3.86867
20010517,16.63,282.053,7.142,3.61505
20010518,16.274,319.057,9.972,3.92224
20010519,18.575,286.937,10.655,3.74688
20010520,21.982,199.024,13.065,3.90327
20010521,11.271,34.607,0.878,0.86754
20010522,6.199,173.407,0.183,5.90965
20010523,4.915,143.921,0.261,3.92472
20010524,9.325,91.925,0.821,5.00623
20010525,9.217,122.879,0.603,5.17822
20010526,8.707,128.545,0.565,5.37302
20010527,10.216,215.7,1.664,7.79661
20010528,12.871,299.542,4.135,8.02091
20010529,12.032,334.493,5.021,7.52444
20010530,13.184,335.366,4.14,8.23902
20010531,13.568,263.078,3.041,8.64076
20010601,7.822,95.494,2.021,4.90105
20010602,6.848,60.99,2.333,3.37744
20010603,11.511,159.93,3.725,6.16472
20010604,9.988,214.491,4.082,5.90192
20010605,11.34,132.701,1.565,7.21622
20010606,13.618,184.773,2.701,7.62336
20010607,14.787,137.572,3.122,5.98073
20010608,17.026,259.989,6.681,7.03951
20010609,20.037,261.113,8.218,6.26168
20010610,18.266,140.552,2.901,3.27334
20010611,21.021,240.88,5.477,5.3853
20010612,20.109,310.161,5.509,5.96621
20010613,21.476,156.689,3.519,4.98972
20010614,21.778,183.14,3.37,4.94398
20010615,16.753,153.983,2.465,4.36856
20010616,14.725,277.141,2.908,8.62516
20010617,15.595,236.536,2.72,7.87297
20010618,17.559,105.453,1.631,4.12224
20010619,15.747,342.372,4.761,8.67842
20010620,16.917,291.362,6.135,8.63312
20010621,12.609,134.682,0.763,7.35387
20010622,14.441,332.38,5.818,8.19381
20010623,18.425,353.455,8.593,8.84653
20010624,19.426,229.482,5.446,6.31892
20010625,23.686,334.922,7.425,7.81721
20010626,26.875,306.787,11.226,7.52007
20010627,22.953,184.03,4.539,4.0565
20010628,22.294,295.528,6.793,7.40262
20010629,22.397,276.474,6.636,7.60983
20010630,21.155,285.139,7.182,7.25458
20010701,11.174,341.269,6.621,6.94412
20010702,13.099,133.042,3.414,5.77008
20010703,18.055,278.033,4.404,8.01725
20010704,16.655,352.224,6.448,7.84611
20010705,13.683,360.321,5.652,7.08898
20010706,17.076,170.763,4.105,7.10632
20010707,21.549,259.96,6.259,8.41223
20010708,23.487,285.039,9.099,10.4303
20010709,22.107,282.405,7.4,10.1029
20010710,18.67,356.358,6.486,11.6474
20010711,16.97,304.252,5.786,11.6397
20010712,18.996,331.013,8.964,12.9988
20010713,20.587,358.508,10.528,14.1501
20010714,22.227,236.05,8.375,11.6075
20010715,20.667,151.909,7.719,9.9966
20010716,23.83,278.269,11.826,13.4891
20010717,27.028,274.752,13.679,15.2247
20010718,23.551,312.649,6.479,16.63
20010719,21.604,193.076,10.556,13.4806
20010720,22.186,213.616,9.102,13.8032
20010721,25.772,270.05,7.932,16.6778
20010722,28.277,191.724,5.974,16.896
20010723,22.878,228.897,5.436,15.3393
20010724,18.676,259.839,4.335,16.1547
20010725,16.037,314.795,3.609,18.3731
20010726,15.828,333.331,4.823,18.313
20010727,16.556,223.383,2.953,17.3789
20010728,16.302,91.208,1,10.7005
20010729,18.81,142.446,2.839,13.738
20010730,19.589,97.628,1.967,8.53145
20010731,25.759,235.594,4.316,14.2111
20010801,22.626,97.789,2.333,11.0975
20010802,22.613,284.865,4.815,14.0418
20010803,22.802,304.834,7.792,10.5444
20010804,24.679,295.253,6.249,12.4384
20010805,26.047,245.771,4.55,12.5978
20010806,26.431,197.462,4.127,9.50693
20010807,26.082,317.031,8.872,10.6066
20010808,25.884,285.886,6.985,10.4362
20010809,20.969,245.913,5.086,9.2099
20010810,14.85,248.606,3.947,7.94583
20010811,16.881,241.884,4.514,9.02705
20010812,16.357,181.597,2.505,8.22526
20010813,15.578,255.309,4.834,9.77933
20010814,18.042,291.227,5.422,10.4853
20010815,15.551,36.679,2.652,5.17657
20010816,14.721,123.027,0.907,6.99935
20010817,18.907,253.341,6.736,10.6218
20010818,20.613,180.563,7.934,8.73776
20010819,21.438,291.354,10.927,9.99435
20010820,18.237,270.989,5.698,9.41506
20010821,18.855,259.576,3.653,9.34468
20010822,20.869,217.29,2.668,7.34643
20010823,19.415,273.488,4.646,8.0809
20010824,17.61,211.806,2.415,8.73393
20010825,18.879,104.546,2.071,4.9515
20010826,20.064,240.719,6.842,8.06982
20010827,19.004,249.26,5.152,8.93197
20010828,18.458,254.457,5.913,9.09703
20010829,18.247,203.696,3.25,8.47543
20010830,18.294,210.798,3.457,7.81412
20010831,12.487,219.352,2.737,8.24859
20010901,12.779,188.663,2.328,6.8776
20010902,19.08,238.848,4.301,8.52882
20010903,21.482,262.171,11.01,7.17982
20010904,19.461,251.201,8.222,8.02836
20010905,17.583,243.191,3.987,8.15033
20010906,18.951,134.855,2.12,6.79891
20010907,20.093,102.888,1.807,3.7721
20010908,15.623,100.567,0.744,6.30265
20010909,11.583,51.855,0.59,4.04212
20010910,11.935,147.893,1.457,6.83049
20010911,14.846,164.095,2.351,6.79341
20010912,14.207,207.472,2.303,6.92975
20010913,9.453,151.418,1.617,5.23334
20010914,9.056,175.225,1.549,5.72484
20010915,11.248,183.338,1.712,6.79319
20010916,12.247,131.003,1.698,6.05458
20010917,12.558,73.795,2.01,3.37972
20010918,13.485,55.632,2.996,1.57916
20010919,12.597,59.886,2.051,1.62449
20010920,12.971,187.702,3.605,3.67881
20010921,13.24,149.109,3.345,2.9839
20010922,12.015,154.721,3.462,3.40502
20010923,7.151,90.117,2.627,2.37065
20010924,4.579,179.627,3.379,2.07576
20010925,6.722,205.829,4.549,1.85369
20010926,10.014,190.559,3.442,1.62348
20010927,8.249,197.354,3.853,1.46087
20010928,8.017,146.905,3.238,1.23369
20010929,10.225,190.032,3.174,1.50576
20010930,12.799,166.25,2.772,1.43185
20011001,15.619,195.658,6.13,0.830564
20011002,14.214,131.505,3.604,-0.125741
20011003,9.781,29.727,0.955,-0.4179
20011004,8.052,155.569,3.039,0.399309
20011005,3.031,169.653,1.902,0.764086
20011006,0.037,128.087,1.519,0.771434
20011007,3.594,187.081,3.688,0.726054
20011008,7.219,91.717,2.463,0.237455
20011009,12.922,96.061,3.148,-0.299434
20011010,12.768,23.328,0.913,-1.2382
20011011,9.893,174.618,4.161,0.509121
20011012,10.351,164.314,4.788,0.489679
20011013,8.391,21.288,0.535,-0.396866
20011014,5.341,85.611,0.422,0.30644
20011015,4.402,79.193,0.737,0.274539
20011016,1.098,102.627,0.576,0.302809
20011017,3.158,162.686,2.706,0.343549
20011018,4.693,66.405,1.211,0.127134
20011019,7.238,140.916,3.68,0.148988
20011020,8.521,151.2,3.586,0.154204
20011021,6.399,141.446,3.01,0.207639
20011022,9.335,125.342,3.87,0.170189
20011023,9.8,90.687,2.396,0.310891
20011024,6.193,45.439,0.779,0.131784
20011025,1.03,37.462,1.493,0.0517715
20011026,3.986,53.925,2.97,0.352942
20011027,4.764,82.868,3.887,0.336603
20011028,11.955,130.666,8.327,0.596566
20011029,8.559,95.911,5.482,0.377094
20011030,7.746,51.92,4.38,0.437298
20011031,12.59,62.503,4.335,0.29758
20011101,13.502,92.985,5.851,0.528335
20011102,6.42,66.583,3.236,0.436973
20011103,8.007,114.245,4.984,0.1084
20011104,6.283,126.839,4.907,-0.130522
20011105,8.701,119.435,6.36,0.0162552
20011106,9.771,60.629,2.155,0.217295
20011107,5.516,53.808,1.042,0.0554431
20011108,1.332,47.7,0.911,0.382473
20011109,3.419,100.29,2.342,0.34214
20011110,2.221,39.934,1.198,0.361733
20011111,3.208,105.038,2.014,0.261546
20011112,5.548,106.379,2.42,0.204465
20011113,8.28,42.712,0.982,-0.0312703
20011114,12.056,20.008,1.137,-0.133494
20011115,12.972,78.165,3.317,0.0922783
20011116,4.313,55.437,1.06,0.194578
20011117,9.356,87.699,1.681,0.112927
20011118,10.27,24.626,1.432,-0.0722203
20011119,-1.677,54.478,0.71,0.176506
20011120,-2.201,52.211,0.944,0.0738222
20011121,4.852,92.971,3.028,0.18585
20011122,3.978,77.127,1.647,0.134257
20011123,7.114,68.46,1.929,0.0494291
20011124,8.488,5.664,0.913,-0.311951
20011125,2.702,21.697,0.542,-0.228633
20011126,-2.247,15.013,0.375,0.10728
20011127,-2.408,12.252,0.354,0.0494908
20011128,-3.888,28.164,0.239,0.130003
20011129,-2.759,30.483,0.283,0.151793
20011130,-0.185,11.505,0.48,0.159087
20011201,-3.008,14.68,0.279,0.236395
20011202,-1.116,30.364,0.619,0.170828
20011203,2.395,76.935,1.279,0.139042
20011204,5.635,38.788,1.361,0.0843632
20011205,7.781,9.507,1.87,0.426801
20011206,-1.642,38.329,0.757,0.232988
20011207,-3.437,81.585,0.859,0.189449
20011208,-4.877,17.144,0.476,0.262615
20011209,-2.112,74.613,1.93,0.138926
20011210,0.449,69.808,1.463,0.0825116
20011211,0.539,63.112,1.558,0.178261
20011212,0.766,15.895,0.541,0.17904
20011213,-4.571,26.915,0.31,0.187197
20011214,-5.954,56.094,0.549,0.0697693
20011215,-1.745,14.71,0.747,0.0932412
20011216,2.321,6.868,0.767,-0.131331
20011217,-2.5,14.025,0.415,0.0265751
20011218,-1.614,50.047,0.333,0.00400977
20011219,-5.068,28.663,0.731,-0.00176822
20011220,-6.508,81.949,1.319,-0.0231036
20011221,-6.219,63.288,0.773,-0.0926462
20011222,-1.188,7.406,0.479,-0.0586097
20011223,-7.926,23.312,0.242,-0.0143343
20011224,-10.894,33.859,0.232,0.0148656
20011225,-12.4,56.458,0.216,-0.112491
20011226,-12.817,59.736,0.264,-0.309274
20011227,-10.414,41.768,0.443,-0.526026
20011228,-14.025,34.166,0.329,-0.531111
20011229,-13.972,62.116,0.251,-0.447425
20011230,-12.365,66.881,0.223,-0.429172
20011231,-14.208,76.569,0.273,-0.409339
20020101,-10.387,33.473,0.473,-0.101568
20020102,-12.481,75.144,0.851,-0.451939
20020103,-8.324,77.066,1.018,-0.336394
20020104,-5.62,65.298,0.873,-0.183016
20020105,-3.04,37.989,0.79,-0.0373373
20020106,-8.473,51.4,0.843,-0.207111
20020107,-10.393,90.989,1.044,-0.218793
20020108,-1.438,54.389,0.677,0.0174513
20020109,3.337,65.525,1.235,-0.0352644
20020110,-0.121,19.924,0.6,0.14047
20020111,-1.372,79.989,0.72,-0.0246897
20020112,-2.156,29.384,0.836,-0.0216578
20020113,-4.272,75.706,0.848,0.0295604
20020114,-5.211,43.188,0.271,0.0384424
20020115,-6.384,22.821,0.314,0.0817726
20020116,-8.703,36.545,0.234,0.0220824
20020117,-11.693,70.994,0.37,-0.102981
20020118,-17.37,107.787,0.379,-0.310325
20020119,-10.114,39.808,0.274,0.0767955
20020120,-6.528,52.78,0.571,-0.0112935
20020121,-5.081,62.702,0.643,0.0262895
20020122,0.892,88.103,2.362,-0.0737631
20020123,-3.055,17.916,0.487,0.0518152
20020124,-6.937,76.121,0.442,-0.0111426
20020125,0.237,96.439,2.011,-0.108919
20020126,3.68,73.328,3.181,-0.0377062
20020127,0.946,60.868,1.744,-0.0172065
20020128,-6.357,28.074,0.247,-0.0246477
20020129,-10.673,41.462,0.338,-0.0438736
20020130,-7.812,59.151,0.48,-0.0683457
20020131,-7.341,32.36,0.304,-2.00E-05
20020201,-7.307,109.548,0.831,-0.0565913
20020202,-7.619,67.965,0.613,-0.104686
20020203,-9.198,79.726,0.411,-0.0395889
20020204,-10.611,130.791,0.882,-0.13844
20020205,-8.472,128.924,1.071,-0.0198756
20020206,-1.671,131.202,1.551,-0.13842
20020207,0.253,130.231,1.924,0.0204911
20020208,1.496,129.4,1.708,-0.007854
20020209,-0.981,22.52,0.438,0.0822613
20020210,-5.716,115.859,0.639,0.00920814
20020211,-5.033,79.868,1.219,-0.0855423
20020212,-7.171,101.808,0.942,-0.0361861
20020213,-5.371,124.708,1.394,-0.0876758
20020214,1.174,97.569,1.943,-0.0621747
20020215,-0.487,92.448,1.09,0.0642983
20020216,-2.939,86.717,0.786,0.00838159
20020217,-4.607,153.624,1.452,-0.0748186
20020218,2.441,133.176,2.388,0.00859556
20020219,1.252,24.627,0.599,0.0638728
