SZA,AOD,COD,CLD_FRAC,UW,TO3,Pressure,BSA,WSA,SW_direct,SW_diffuse
18.48706055,1.318909249,2.803052425,0.30483669,1.103645086,327.7844238,811.8283691,0.152,0.175,910.4466553,86.67999268
17.96624756,0.843537168,1.552812934,0.165963441,1.947941303,387.5654907,988.0405884,0.171,0.185,727.8717041,213.5616608
13.88040924,0.899689873,1.752644658,0.184676409,2.12714076,318.8081055,969.2388916,0.166,0.188,601.5901489,226.7987366
13.68416595,0.347491055,0.694103181,0.073179036,2.32168746,314.6969604,970.3977051,0.163,0.183,889.9957275,119.2081375
13.50532532,0.827640722,1.977016807,0.207875922,2.382017612,335.9627075,975.9783936,0.161,0.184,755.7879028,201.3547363
21.59651184,0.551325697,0.601798058,0.066083886,2.30377388,296.1366272,875.4717407,0.188,0.211,823.1867065,134.5999908
13.34940338,0.928775431,2.082855701,0.21914044,2.256872177,328.4309692,975.2792358,0.166,0.191,485.5830078,245.9437866
13.34940338,0.928775431,2.082855701,0.21914044,2.256872177,328.4309692,975.2792358,0.166,0.191,485.5830078,245.9437866
13.34940338,0.928775431,2.082855701,0.21914044,2.256872177,328.4309692,975.2792358,0.166,0.191,607.4932861,247.397583
13.26351166,0.403719937,0.826252759,0.08689554,2.32168746,319.9312439,966.2299805,0.162,0.184,895.2994385,142.9893494
12.2265625,0.13391551,0.328826964,0.034350201,2.367330313,313.663147,978.5446167,0.13,0.145,735.6414185,197.6072388
12.25283813,2.130965376,5.928035736,0.605998337,4.314967155,330.0417786,1002.127625,0.145,0.161,88.1333313,458.0216675
20.44456482,1.498541098,3.240871191,0.353653878,1.977905154,325.6574402,959.085083,0.163,0.195,743.8383789,182.3516541
18.4851532,1.702502636,3.066655397,0.333503187,1.103645086,316.9224854,811.8283691,0.152,0.175,910.4466553,86.67999268
17.96705627,0.900481897,1.638762712,0.1751533,1.947941303,386.0552979,988.0405884,0.171,0.185,727.8717041,213.5616608
13.87304688,0.896157062,1.719042778,0.181134224,2.12714076,315.5264587,969.2388916,0.166,0.188,601.5901489,226.7987366
13.66995239,0.280503969,0.625139952,0.065895535,2.32168746,317.0133057,971.7906494,0.163,0.183,889.9957275,119.2081375
13.49924469,0.801218483,1.949140787,0.204947069,2.382017612,333.8049316,975.9783936,0.161,0.184,755.7879028,201.3547363
21.60739136,0.483628864,0.533801854,0.058619842,2.30377388,294.2040405,875.4717407,0.188,0.211,823.1867065,134.5999908
13.38232422,1.025462055,2.133139849,0.224464163,2.256872177,322.9075623,977.2611084,0.166,0.191,485.5830078,245.9437866
13.38232422,1.025462055,2.133139849,0.224464163,2.256872177,322.9075623,977.2611084,0.166,0.191,485.5830078,245.9437866
13.38232422,1.025462055,2.133139849,0.224464163,2.256872177,322.9075623,977.2611084,0.166,0.191,607.4932861,247.397583
13.25402832,0.360239196,0.769728661,0.080937967,2.32168746,317.9918213,965.8833618,0.162,0.184,895.2994385,142.9893494
12.28733826,0.208746323,0.493477315,0.051567178,2.367330313,318.6839905,978.5446167,0.13,0.145,735.6414185,197.6072388
12.22951508,2.665441768,5.8772645,0.601049423,4.314967155,326.406189,1002.127625,0.145,0.161,88.1333313,458.0216675
63.68614197,1.029006679,0.54,0.26308164,2.175042391,350.5484314,1005.227356,0.171,0.186,8.340457916,138.8999939
55.51988602,0.103351892,0.349424422,0.048845187,1.102421522,255.4767456,950.7279053,0.196,0.203,447.8470459,64.34999847
57.37249374,0.795371728,0.18,0.395766109,1.877707958,348.0637817,1005.943909,0.157,0.162,73.86590576,195.6166687
58.92817688,0.322206404,0.486318707,0.073269144,2.319045782,339.8537903,1007.73584,0.155,0.167,447.5198669,74.3833313
63.90614319,0.260499213,0.184366241,0.028845254,2.492975235,335.1636353,941.0716553,0.154,0.17,290.6256409,135.2999878
29.01791763,0.971939989,2.517083883,0.288340688,2.41763711,339.433136,1007.73584,0.144,0.164,639.1369019,240.2166748
22.01795197,0.12194204,0.119060621,0.013151092,2.360607862,328.2331848,1007.73584,0.155,0.167,819.2000122,104.9166641
27.45663071,0.646123093,0.922780275,0.107734047,1.86267519,301.026123,887.4869385,0.085,0.105,749.553833,241.3166656
7.396568298,0.593667693,0.845479369,0.08923509,2.082821369,253.9706268,881.6771851,0.236,0.252,247.3430634,430.1833496
61.71504974,0.860291477,0.783743382,0.120758198,3.576901436,259.0053711,970.0498047,0.121,0.131,115.0057449,292.583313
46.76416397,0.20988824,0.183727115,0.02403553,0.611660242,238.1434174,979.0118408,0.285,0.291,637.4423218,78.59999084
54.82916641,0.126549252,0.435607761,0.061628953,0.713400543,246.3505554,863.800354,0.172,0.173,334.5461426,146.6666718
27.37626648,1.011439623,3.34,0.341624707,3.175960302,314.9906006,935.5411377,0.138,0.159,269.6516724,420.5450134
20.56375122,1.313517444,2.04,0.274767756,1.963056803,318.4905701,811.8283691,0.152,0.175,877.3516846,113.8916626
17.08589172,0.836734952,1.32,0.188595966,3.027223349,353.9067993,987.9229126,0.171,0.185,280.3516846,508.2933044
14.83400726,0.416836236,0.668591499,0.071685933,2.956246138,302.6906433,969.2388916,0.169,0.187,749.0881348,180.465683
14.89484406,0.281590277,0.252310723,0.027100779,2.751429081,297.4133301,971.7906494,0.164,0.185,794.7225952,160.5055237
14.30973053,0.628213732,2.15,0.155039474,3.272962332,316.3157349,977.6102295,0.163,0.185,667.7397461,266.5075684
25.09020233,1.491998168,2.728018522,0.306038976,2.491346121,295.0957031,882.3214111,0.189,0.211,804.4766235,187
14.42237854,0.237140747,0.468629152,0.050229773,2.993651867,310.9379272,977.2611084,0.167,0.19,803.5073853,165.9731293
14.42237854,0.237140747,0.468629152,0.050229773,2.993651867,310.9379272,977.2611084,0.167,0.19,803.5073853,165.9731293
14.42237854,0.237140747,0.468629152,0.050229773,2.993651867,310.9379272,977.2611084,0.167,0.19,802.6355591,170.8561401
14.4763031,0.352544703,0.546225786,0.058568399,2.751429081,299.5230103,969.1226807,0.164,0.185,745.9429321,200.2699127
13.27760315,0.163083519,0.261240423,0.027831485,3.207692623,306.0215759,978.5446167,0.132,0.147,782.293335,187.8749084
25.16033936,1.855240064,3.601289034,0.401880205,3.10757494,324.5579224,927.7988281,0.138,0.159,427.9700012,356.0566406
29.67755508,2.552522286,5.099238396,0.572884023,2.935780287,385.6248474,968.4275513,0.157,0.171,248.6833344,254.2799988
16.92710114,1.398275973,3.440346479,0.36757037,1.988035798,291.6006775,837.6409912,0.158,0.178,857.2480469,134.4666595
22.74041748,2.516747037,4.748397827,0.518381238,2.930508375,369.9017029,988.0405884,0.171,0.185,333.1799927,413.0966187
15.99689484,0.336522921,0.568804502,0.059951432,2.952039242,305.0170288,973.0686646,0.169,0.187,767.2990112,147.6569061
16.15296936,0.403581987,1.092362165,0.115288705,3.293397665,320.359436,975.9783936,0.163,0.185,695.4907227,257.2568054
15.79393005,1.818631014,2.578581333,0.275841057,2.548638344,289.1547852,875.4717407,0.189,0.211,430.2433472,252.6566772
15.51715851,0.144672041,0.333066046,0.035031397,2.950171709,309.7914429,977.2611084,0.167,0.19,836.1639404,124.9659882
15.51715851,0.144672041,0.333066046,0.035031397,2.950171709,309.7914429,977.2611084,0.167,0.19,836.1639404,124.9659882
15.51715851,0.144672041,0.333066046,0.035031397,2.950171709,309.7914429,977.2611084,0.167,0.19,835.4604492,129.7823792
15.07508087,0.146970629,0.319662124,0.033507463,2.680973291,306.105957,965.8833618,0.164,0.185,815.2971802,150.4976196
14.86425781,0.230890629,0.475650996,0.04976961,3.166333437,307.293396,978.5446167,0.132,0.147,743.9937134,193.3253326
55.58376312,0.126908618,0.049623758,0.006894188,0.390053898,245.1428223,942.6564331,0.197,0.203,486.211731,51.59999847
27.43755722,1.159924544,3.82,0.342274249,2.470246553,333.5187073,935.5411377,0.138,0.16,617.3966675,238.3649902
21.16455841,0.857578839,1.724895239,0.190408602,2.196981668,351.4304504,958.8555908,0.16,0.174,244.7883301,451.6050415
20.55133057,1.53570524,3.78,0.329405248,1.82536304,296.1309814,811.8283691,0.148,0.167,681.4683838,259.8150024
20.31730652,2.045995812,3.93,0.461498588,1.82536304,309.3858032,839.9076538,0.156,0.18,781.2349854,187.5500031
17.44798279,0.956286232,1.616575122,0.173613891,2.435351849,363.7235413,988.0405884,0.179,0.196,229.1649933,413.1366577
14.94134521,0.19780327,0.37020278,0.03976186,2.934211493,310.6190491,969.2388916,0.172,0.187,709.1998901,226.0483704
14.45380402,0.186867332,0.386072218,0.041390248,3.245223284,314.3997192,975.9783936,0.164,0.186,612.6954346,259.910675
14.55736542,0.283317879,0.7237854,0.077716075,4.114137173,315.3728943,965.8833618,0.164,0.183,718.8780518,230.3877258
13.36841583,0.409758246,1.108653188,0.118441798,3.903185368,322.5353088,978.5446167,0.133,0.148,730.0700684,225.6377869
59.904953,0.821290137,4.23,0.391355097,3.751285076,250.8835449,970.0498047,0.131,0.152,189.9400787,165.6166687
64.01222229,0.781143217,2.45,0.408611745,0.672397256,276.5007935,973.5333862,0.179,0.182,0.332752973,134.1000061
63.69725037,2.605576316,2.196809053,0.340443194,1.998816013,317.8980713,1006.302124,0.171,0.187,315.7826843,148.4333496
20.7086792,0.359780577,0.994033456,0.107586145,3.460257769,353.6210022,1013.25,0.143,0.158,586.2371826,272.1499939
35.54304886,1.45920903,2.819101334,0.334127367,3.278154135,246.8939056,1013.25,0.047,0.05,271.2188416,324.7999878
44.6974411,0.25693649,0.731669784,0.09221141,2.229749918,236.4820557,1013.25,0.135,0.143,532.9973145,137.0666656
55.50547791,0.130556859,0.085053355,0.011785295,0.41512841,248.0122528,949.5875854,0.198,0.204,498.1836853,46.68333435
63.69725037,2.350226014,0.64,0.329870105,1.998816013,318.9448242,1006.302124,0.171,0.187,315.7826843,148.4333496
20.7086792,0.340529525,0.967239678,0.104686208,3.460257769,353.0857849,1013.25,0.143,0.158,586.2371826,272.1499939
44.6974411,0.238902025,0.703609705,0.088675037,2.229749918,236.0496674,1013.25,0.135,0.143,532.9973145,137.0666656
55.50547791,0.11319822,0.056340411,0.007806727,0.41512841,247.632843,949.5875854,0.198,0.204,498.1836853,46.68333435
53.16759109,0.397616407,0.81792295,0.119616061,4.189428806,317.7305298,1007.018921,0.144,0.164,343.8025513,205.1666718
58.7256813,1.101063104,1.945794106,0.29301846,3.681955576,326.1867981,1013.25,0.167,0.185,27.43400192,186.6333313
58.64042282,1.407633402,1.952718496,0.294901401,2.257271767,327.8846741,977.0275879,0.157,0.168,317.9863281,174.6499939
40.78610992,0.308708667,0.957044482,0.11742457,3.392117977,348.4403076,1013.25,0.143,0.158,366.3215942,256.8500061
53.16759109,0.417008234,0.856075764,0.125195667,4.189428806,318.083313,1007.018921,0.144,0.164,343.8025513,205.1666718
58.7256813,1.184879236,1.999975204,0.301177621,3.681955576,326.5173035,1013.25,0.167,0.185,27.43400192,186.6333313
58.64042282,1.494540516,2.006164312,0.302972823,2.257271767,328.2254944,977.0275879,0.157,0.168,317.9863281,174.6499939
40.78610992,0.326577232,0.986045837,0.120982893,3.392117977,348.9125977,1013.25,0.143,0.158,366.3215942,256.8500061
36.79394913,0.866471513,2.95,0.259352177,2.088147879,332.4116211,1005.227356,0.171,0.187,544.3917236,210.1333313
29.46059418,0.260093594,0.593868256,0.068560861,3.863634586,319.8646545,1002.365845,0.144,0.164,628.105957,193.2166748
22.27162933,0.412757669,0.347512007,0.038596496,2.143503428,311.5924683,1003.915283,0.157,0.168,430.2166138,350.2166748
6.778244019,1.063731235,2.373915195,0.246566743,1.796198368,291.1582642,881.6771851,0.237,0.251,456.70578,461.0333252
46.43218613,0.671919126,0.964406788,0.125584245,1.358645558,241.3885498,991.5770874,0.283,0.289,598.5720215,94.3999939
22.69098663,0.527231464,0.88,0.186578408,4.168807983,335.8587646,959.085083,0.161,0.172,518.9033203,318.5916443
30.39831543,0.857908263,0.46,0.129005596,1.832670689,341.2485962,968.4275513,0.151,0.166,397.5800171,349.6583252
23.45869446,0.813450269,1.400792837,0.153628871,2.318407059,371.4538269,988.0405884,0.178,0.194,409.4766846,387.4716797
16.64270782,0.599258081,2.97,0.132716149,3.497550964,307.9501343,969.2388916,0.173,0.196,474.376709,270.5471191
15.86652374,0.379059363,0.374421358,0.040161092,2.109008074,304.9446411,882.3214111,0.187,0.21,891.0699463,119.9166565
16.11827087,0.319976175,0.910660982,0.096175447,3.623324394,317.48703,976.2115479,0.168,0.191,633.7609253,229.2518005
16.11827087,0.319976175,0.910660982,0.096175447,3.623324394,317.48703,976.2115479,0.168,0.191,633.7609253,229.2518005
16.11827087,0.319976175,0.910660982,0.096175447,3.623324394,317.48703,976.2115479,0.168,0.191,655.0908203,233.5489807
15.64842224,0.26574222,0.597374082,0.062893622,3.527694225,308.1102295,965.8833618,0.164,0.181,498.5557861,232.9921875
15.53012085,0.680341055,3.21,0.189862117,4.048874378,315.5483398,978.5446167,0.134,0.149,580.8538208,230.2425232
20.78417206,0.648111741,1.417457819,0.153428704,3.045229673,338.2521057,1013.25,0.142,0.158,602.2756348,266.2000122
19.53012085,1.807916199,3.8,0.531498194,6.644489288,296.820343,1013.25,0.087,0.095,504.0881348,352.2000122
48.48772049,0.187385545,0.179927677,0.024936663,2.233926773,320.7758789,1005.227356,0.172,0.188,548.6586914,109.7166672
58.87723541,1.062386929,1.122771263,0.169156343,1.733154297,338.8823242,1013.25,0.167,0.184,264.7265015,212.6833496
58.76682281,0.608726626,0.180232242,0.0271635,2.230999231,333.3252563,1003.915283,0.155,0.167,316.0473328,159.4333344
59.24778366,0.23190998,0.744757652,0.107921682,2.67077446,365.7488098,968.3120728,0.111,0.12,201.7620239,154.9333344
63.68900299,0.561529965,0.141719788,0.02204312,2.678822994,330.2773132,959.7745972,0.157,0.172,299.4289551,125.0333328
40.80875778,0.363782127,1.129427671,0.138684466,3.077322483,344.3320313,1013.25,0.142,0.158,372.0375671,251.5
46.69962692,0.542041904,1.998250008,0.255969405,6.634307861,296.9480591,1013.25,0.087,0.095,186.7806244,264.1833496
61.55165863,1.312103582,0.077087581,0.011989588,2.456039429,302.7645264,881.6771851,0.236,0.248,23.54481316,308.5333252
66.80284119,0.160933489,0.853626132,0.127697006,3.266085386,229.4975433,1013.25,0.136,0.144,225.5930023,62.58333588
36.8258934,1.114717894,2.2,0.26739803,2.385303974,329.1705933,1005.227356,0.172,0.188,185.0036926,404.0166626
29.49153519,2.136000967,6.14,0.502303958,1.943400025,329.7361145,1007.018921,0.144,0.164,653.8847656,250.6333466
29.90970612,0.188831963,0.19586347,0.022776455,1.930541992,326.2749329,1013.25,0.167,0.184,340.2261963,278.5333252
22.35229492,0.197660124,0.165583909,0.018413832,2.711728811,319.6045532,1007.73584,0.155,0.167,709.7074585,183.1500092
23.4331131,0.119540112,0.132006377,0.014833684,2.378388882,323.3229675,940.3928833,0.157,0.172,733.6604614,176.2833405
61.08529282,0.589821741,0.57,0.344791502,3.529943466,262.5014038,970.0498047,0.13,0.148,20.43881226,227.1166687
46.35464478,0.466102365,0.724305272,0.093734995,1.043802977,253.7961121,979.0118408,0.282,0.289,605.9154053,94.6333313
54.42433167,0.084415151,0.383111209,0.053425748,1.112262487,237.9585266,863.800354,0.174,0.175,460.8761902,88.08332825
21.3768692,1.60424811,3.090595007,0.342034072,3.495164394,324.5906677,958.8555908,0.164,0.173,226.9416809,466.2983093
17.64264679,1.675821655,4.004675388,0.431144595,3.687854767,328.6755676,988.0405884,0.228,0.249,414.8516846,380.9133606
15.13835907,1.834051093,4.493783474,0.483894914,4.909940243,300.4332581,969.2388916,0.169,0.198,217.0125732,401.9211731
15.20427704,0.671346855,1.847497821,0.199225381,4.738819599,316.1951294,970.3977051,0.162,0.18,677.5894775,279.767334
14.63616943,0.788099047,1.820975423,0.195779562,4.815096378,306.4792175,975.9783936,0.161,0.187,381.6245422,383.4461975
24.90582275,0.452501156,0.640170693,0.072135694,1.651228547,314.8937683,875.4717407,0.188,0.213,836.7733765,120.3216705
14.68562317,1.317224458,3.233845711,0.347835332,4.699836731,311.8855896,977.2611084,0.166,0.192,460.3349304,381.7394104
14.68562317,1.317224458,3.233845711,0.347835332,4.699836731,311.8855896,977.2611084,0.166,0.192,460.3349304,381.7394104
14.68562317,1.317224458,3.233845711,0.347835332,4.699836731,311.8855896,977.2611084,0.166,0.192,431.3959656,431.1199341
14.73712158,0.327486973,0.752974689,0.081054993,4.738819599,297.1213074,969.1226807,0.164,0.181,324.1607361,494.0797119
13.55111694,0.964010209,2.480530024,0.265814066,4.54703331,302.6387329,978.5446167,0.134,0.15,446.9373779,365.1906433
11.70970917,1.820953797,3.264232159,0.339095473,4.259054184,326.1011047,1003.438232,0.15,0.172,255.0683441,495.6833191
59.72817993,0.056833478,0.166983455,0.023766218,3.379187584,252.7972717,970.0498047,0.13,0.148,330.3163757,64
22.74864197,1.679846322,3.422463894,0.377181739,3.30708003,327.8289795,959.085083,0.164,0.173,290.9249878,455.3849792
16.87094116,1.209377771,3.146367311,0.33429122,4.919063568,313.9364624,975.9783936,0.161,0.187,514.586792,348.6289368
15.92101288,0.386311854,0.269933462,0.02898488,1.637917757,316.3397217,915.784729,0.188,0.213,911.3233032,99.70333099
16.19185638,1.668648615,4.815704346,0.509267509,4.79260397,325.2052917,975.2792358,0.166,0.192,379.9105225,364.0232544
16.19185638,1.668648615,4.815704346,0.509267509,4.79260397,325.2052917,975.2792358,0.166,0.192,379.9105225,364.0232544
16.19185638,1.668648615,4.815704346,0.509267509,4.79260397,325.2052917,975.2792358,0.166,0.192,362.6124878,396.4398499
15.67841339,1.057180317,2.923582554,0.308142036,4.852643013,316.039093,969.1226807,0.164,0.181,525.131897,380.046936
15.60710907,1.295509372,3.062762022,0.322687536,4.552416801,307.2000122,978.5446167,0.134,0.15,504.3463135,352.8765869
22.75141144,1.489415842,3.351841211,0.369399995,3.30708003,327.7966919,959.085083,0.164,0.173,290.9249878,455.3849792
16.8501358,1.184194619,3.090954065,0.328366071,4.919063568,314.1329346,975.9783936,0.161,0.187,514.586792,348.6289368
15.93037415,0.414629966,0.406159461,0.043618366,1.637917757,311.7887573,875.4717407,0.188,0.213,911.3233032,99.70333099
16.16905975,1.538064376,4.838976383,0.511654735,4.79260397,327.6102295,974.3479614,0.166,0.192,379.9105225,364.0232544
16.16905975,1.538064376,4.838976383,0.511654735,4.79260397,327.6102295,974.3479614,0.166,0.192,379.9105225,364.0232544
16.16905975,1.538064376,4.838976383,0.511654735,4.79260397,327.6102295,974.3479614,0.166,0.192,362.6124878,396.4398499
15.67624664,0.999884347,2.874136209,0.302937061,4.852643013,316.381958,966.2299805,0.164,0.181,525.131897,380.046936
15.56158447,1.23892422,2.99437809,0.315355331,4.552416801,305.7730103,978.5446167,0.134,0.15,504.3463135,352.8765869
23.59947205,0.353240023,0.315134257,0.034845058,1.076395035,325.9333801,958.8555908,0.164,0.175,768.876709,180.1633301
31.98737335,0.740661863,0.02,0.211227983,2.737662077,331.3876648,968.4275513,0.158,0.173,396.3066711,322.1799927
24.83932495,1.971163762,5.56,0.565122902,4.254149914,307.6228638,988.0405884,0.182,0.198,6.81499958,405.5216675
15.21743774,0.819676262,3.26,0.12494532,1.839792252,312.8167725,882.3214111,0.188,0.21,448.7516785,201.7983093
20.6480484,0.787177244,3.3,0.175959766,4.037195206,316.2771912,1002.127625,0.152,0.178,528.2567139,309.8933105
37.86381912,0.208644771,0.71876651,0.086531058,3.145104408,319.0501709,968.3120728,0.111,0.119,542.1801758,149.8666687
21.11617279,1.372452347,3.796717882,0.41258052,3.50088954,323.2345886,1013.25,0.142,0.158,215.8703918,491.2000122
34.94496155,0.06623067,0.156102568,0.018234719,2.310826063,328.1699829,1010.249878,0.121,0.13,465.255249,204.0333405
54.86434937,0.095929882,0.133651778,0.018267201,0.43295604,255.4194489,949.5875854,0.197,0.204,504.2030945,54.01666641
26.24880981,0.962275788,3.1,0.299170285,3.091005087,326.1782532,927.7988281,0.141,0.165,765.2333374,112.7699966
23.23355103,0.462371589,0.801074147,0.088803433,3.669426203,310.5042114,959.085083,0.167,0.185,677.1116333,192.0183258
30.67684174,0.283767457,0.570549369,0.0652835,1.562328219,323.6896057,973.4171753,0.156,0.173,711.1800537,133.8566742
18.04505157,1.148943238,0.03,0.304075956,1.390236378,315.1567993,837.6409912,0.152,0.178,842.5634766,153.6999969
17.1452713,0.903837151,1.11,0.238559991,4.672328472,294.5386963,970.2819214,0.163,0.185,46.30156708,443.833252
17.29979706,1.64688429,4.35,0.48228246,4.800489426,317.3943481,975.9783936,0.158,0.18,101.3442993,474.6807556
16.60786438,0.642727995,0.940720081,0.101433583,1.631232619,319.7235718,882.3214111,0.188,0.21,907.1916504,119.738327
16.62692261,1.405126389,3.23,0.4740026,4.870587349,298.9123535,976.2115479,0.158,0.177,503.9269409,366.6907349
16.62692261,1.405126389,3.23,0.4740026,4.870587349,298.9123535,976.2115479,0.158,0.177,503.9269409,366.6907349
16.62692261,1.405126389,3.23,0.4740026,4.870587349,298.9123535,976.2115479,0.158,0.177,501.583374,370.205658
16.18874359,0.159032522,0.294689894,0.031296704,4.806129932,296.3886719,965.8833618,0.162,0.181,733.9048462,234.8109589
19.25738525,0.7193074,2.44,0.177216619,4.311797619,307.0074463,1002.127625,0.152,0.179,445.7516479,238.9299927
21.78586578,0.019944586,0.04706341,0.005231547,3.686573744,311.6242676,959.085083,0.168,0.185,800.458313,119.7216721
23.97610474,1.194418341,3.082263947,0.340312332,2.037197351,334.7709351,979.5958862,0.156,0.173,259.9133301,511.7633362
19.90789795,0.459930251,0.181553662,0.02007336,1.35796988,289.2132874,811.8283691,0.139,0.155,899.8099365,120.793335
23.00013733,0.486764076,0.358157486,0.039931178,1.531144142,319.3100281,882.3214111,0.187,0.211,833.7316284,127.4833374
13.32693481,0.125565514,0.306850046,0.032113045,4.62091732,302.9836426,1002.127625,0.152,0.18,758.9483032,198.7383423
24.37111664,0.810188998,2.3,0.170298845,2.912762403,308.9207458,958.8555908,0.17,0.187,640.7000122,231.5183411
